itemNumber,description,unit
8090704,CASING (,L.FT.
8090705,CASING (,L.FT.
8090706,CASING (,L.FT.
8091111,"MANHOLE, SANITARY SEWER, 4' DIA.",EACH
8091113,"MANHOLE, SANITARY SEWER, 5' DIA.",EACH
8091114,"MANHOLE, SANITARY SEWER (",EACH
8091115,"MANHOLE, SANITARY SEWER (",EACH
8091116,"MANHOLE, SANITARY SEWER (",EACH
8092000,SEWER (,EACH
8092001,SEWER (,EACH
8092002,SEWER (,EACH
8092010,"HOUSE CONNECTION, SEWER",EACH
8092015,SEWER CLEANOUT (,EACH
8093154,"SEWER PIPE (54"")",L.FT.
8094081,"CASING OR TUNNEL LINER (42"") (BORED)",L.FT.
8094101,"CASING OR TUNNEL LINER (60"") (BORED)",L.FT.
8095102,DROP SEWER CONNECTION (,EACH
8095110,SEWER LINE ENCASEMENT (,EACH
8101005,EROSION CONTROL (CHECK DAM) (,CU.YD.
8101007,EROSION CONTROL (RIPRAP) (,CU.YD.
8101008,EROSION CONTROL (RIPRAP) (,CU.YD.
8101009,EROSION CONTROL (RIPRAP) (,CU.YD.
8101010,EROSION CONTROL (RIPRAP) (,CU.YD.
8101011,EROSION CONTROL (STRAW BALES),EACH
8101012,EROSION CONTROL (SILT FENCE ),L.FT.
8101013,EROSION CONTROL (,L.SUM
8101014,EROSION CONTROL (,L.FT.
8101015,EROSION CONTROL (SAND BAGS),EACH
8101016,EROSION CONTROL (ROCK MULCH),CU.YD.
8101017,EROSION CONTROL (,EACH
8101018,EROSION CONTROL (,SQ.YD.
8101019,EROSION CONTROL BLANKETS,SQ.YD.
8101021,"EROSION CONTROL (WATTLES) (9"")",L.FT.
8101023,"EROSION CONTROL (WATTLES) (12"")",L.FT.
8101029,EROSION CONTROL (ROCK MULCH) (,CU.YD.
8101030,EROSION CONTROL (,SQ.YD.
8101031,EROSION CONTROL (,CU.YD.
8101035,"EROSION CONTROL (SEDIMENT LOGS) (20"")",L.FT.
8101040,"EROSION CONTROL (FIBER ROLLS) (12"" DIAMATER OR LESS)",L.FT.
8101041,"EROSION CONTROL (FIBER ROLLS) (GREATER THAN 12"" DIAMATER)",L.FT.
8101045,EROSION CONTROL (COMPOST STABILIZATION),SQ.YD.
8101046,EROSION CONTROL (SEDIMENT CONTROL BERM),L.FT.
8101050,EROSION CONTROL (,L.FT.
8102000,EROSION CONTROL,L.SUM
9010001,MOBILIZATION,L.SUM
9010002,MOBILIZATION,EACH
9010003,MOBILIZATION (,L.SUM
9020001,"CHAIN LINK FENCE, TYPE 1 (36"")",L.FT.
9020002,"CHAIN LINK FENCE, TYPE 1 (48"")",L.FT.
9020003,"CHAIN LINK FENCE, TYPE 1 (60"")",L.FT.
9020004,"CHAIN LINK FENCE, TYPE 1 (72"")",L.FT.
9020005,"CHAIN LINK FENCE, TYPE 1 (78"")",L.FT.
9020006,"CHAIN LINK FENCE, TYPE 1 (84"")",L.FT.
9020011,"CHAIN LINK FENCE, TYPE 1 (36"") (",L.FT.
9020012,"CHAIN LINK FENCE, TYPE 1 (48"") (",L.FT.
9020013,"CHAIN LINK FENCE, TYPE 1 (60"") (",L.FT.
9020014,"CHAIN LINK FENCE, TYPE 1 (72"") (",L.FT.
9020021,"CHAIN LINK FENCE, TYPE 2",L.FT.
9020026,"CHAIN LINK FENCE, TYPE 2 (",L.FT.
9020028,CHAIN LINK FENCE (,L.FT.
9020029,CHAIN LINK FENCE (,SQ.FT.
9020030,CHAIN LINK FENCE (FOR STRUCTURE),L.FT.
9020031,CHAIN LINK FENCE (SIDEWALK),L.FT.
9020032,CHAIN LINK FENCE (FOR DRAINAGE CHANNEL BRIDGE),L.FT.
9020033,TUBE AND MESH ENCLOSURE (,L.FT.
9020035,BRIDGE FENCING CAGE,L.FT.
9020036,BRIDGE FENCING (,L.SUM
9020102,"CHAIN LINK FENCE GATE, TYPE 1 (36"") (OVER 6' TO 13' WIDE)",EACH
9020104,"CHAIN LINK FENCE GATE, TYPE 1 (48"") (UP TO 6' WIDE)",EACH
9020105,"CHAIN LINK FENCE GATE, TYPE 1 (48"") (OVER 6' TO 13' WIDE)",EACH
9020106,"CHAIN LINK FENCE GATE, TYPE 1 (48"") (OVER 13' TO 18' WIDE)",EACH
9020107,"CHAIN LINK FENCE GATE, TYPE 1 (60"") (UP TO 6' WIDE)",EACH
9020108,"CHAIN LINK FENCE GATE, TYPE 1 (60"") (OVER 6' TO 13' WIDE)",EACH
9020109,"CHAIN LINK FENCE GATE, TYPE 1 (60"") (OVER 13' TO 18' WIDE)",EACH
9020110,"CHAIN LINK FENCE GATE, TYPE 1 (72"") (UP TO 6' WIDE)",EACH
9020111,"CHAIN LINK FENCE GATE, TYPE 1 (72"") (OVER 6' TO 13' WIDE)",EACH
9020112,"CHAIN LINK FENCE GATE, TYPE 1 (72"") (OVER 13' TO 18' WIDE)",EACH
9020114,"CHAIN LINK FENCE GATE, TYPE 1 (",EACH
9020116,"CHAIN LINK FENCE GATE, TYPE 1 (72"") (",EACH
9020117,"CHAIN LINK FENCE GATE, TYPE 1 (72"") (",EACH
9020118,"CHAIN LINK FENCE GATE, TYPE 1 (",EACH
9020122,"CHAIN LINK FENCE GATE, TYPE 2 (8' WIDE)",EACH
9020126,"CHAIN LINK FENCE GATE, TYPE 2 (DOUBLE 8' WIDE)",EACH
9020128,"CHAIN LINK FENCE GATE, TYPE 2 (DOUBLE 10' WIDE)",EACH
9020129,CHAIN LINK FENCE GATE (,EACH
9020131,CHAIN LINK FENCE GATE (ROLLING),EACH
9020132,CHAIN LINK FENCE GATE,L.SUM
9020145,MODIFY CHAIN LINK FENCE,EACH
9020151,"RECONSTRUCT CHAIN LINK FENCE, TYPE 1 (36"")",L.FT.
9020152,"RECONSTRUCT CHAIN LINK FENCE, TYPE 1 (48"")",L.FT.
9020153,"RECONSTRUCT CHAIN LINK FENCE, TYPE 1 (60"")",L.FT.
9020154,"RECONSTRUCT CHAIN LINK FENCE, TYPE 1 (72"")",L.FT.
9020161,"RECONSTRUCT CHAIN LINK FENCE, TYPE 2",L.FT.
9020171,RECONSTRUCT CHAIN LINK FENCE (,L.FT.
9020174,REMOVE AND RECONSTRUCT CHAIN LINK FENCE,L.FT.
9020177,REMOVE AND SALVAGE CHAIN LINK FENCE,L.FT.
9020178,REMOVE AND SALVAGE CHAIN LINK FENCE (HORIZONTAL BAR),EACH
9020181,RECONSTRUCT CHAIN LINK FENCE GATE,EACH
9020182,RECONSTRUCT CHAIN LINK FENCE GATE (,EACH
9020183,RECONSTRUCT CHAIN LINK FENCE GATE (,L.SUM
9020201,CONSTRUCT CHAIN LINK FENCE FROM SALVAGE,L.FT.
9020210,CONSTRUCT CHAIN LINK FENCE GATE FROM SALVAGE,EACH
9020221,CHAIN LINK FENCE (INSTALL NEW TRUSS AND TIGHTEN),EACH
9020251,RECONSTRUCT FENCE GATE FROM SALVAGE,EACH
9021001,TEMPORARY FENCE AND GATES,L.FT.
9021011,TEMPORARY FENCE,L.FT.-DAY
9022001,MEDIAN GLARE SCREEN,L.FT.
9022006,MEDIAN GLARE SCREEN,L.FT.
9022008,MEDIAN GLARE SCREEN (,L.FT.
9022801,GATE POST WITH CHAIN,L.SUM
9030002,"WOVEN WIRE FENCE, TYPE 2",L.FT.
9030004,"WOVEN WIRE FENCE, TYPE 4",L.FT.
9030008,FENCE (,L.FT.
9030009,FENCE (,L.FT.
9030011,"BARBED WIRE FENCE, TYPE 1",L.FT.
9030012,"BARBED WIRE FENCE, TYPE 2",L.FT.
9030013,BARBED WIRE GAME FENCE,L.FT.
9030015,BARBED WIRE GAME FENCE,L.FT.
9030021,"GAME FENCE, TYPE 1",L.FT.
9030022,"GAME FENCE, TYPE 2",L.FT.
9030025,GAME FENCE (,L.FT.
9030031,"ANTELOPE FENCE, TYPE 1",L.FT.
9030033,BIG GAME FENCE,L.FT.
9030035,WIRE FENCE (,L.FT.
9030041,RELOCATE FENCE,L.FT.
9030043,RELOCATE GATE,EACH
9030044,FENCE GATE (,EACH
9030045,FENCE GATE (,EACH
9030100,"FENCE GATE, TYPE 1, SINGLE",EACH
9030101,"FENCE GATE, TYPE 1, SINGLE",EACH
9030102,"FENCE GATE, TYPE 1, DOUBLE",EACH
9030103,"FENCE GATE, TYPE 2",EACH
9030104,"FENCE GATE, TYPE 2",EACH
9030106,FENCE GATE (,EACH
9030107,FENCE GATE (,L.SUM
9030108,WALK-THROUGH GATE (FOR GAME FENCE),EACH
9030109,GATE,EACH
9030110,GATE (SPECIAL HEAVY DUTY),EACH
9030111,FLOOD GATE (FOR ITEM 9030011),L.FT.
9030112,FLOOD GATE (FOR ITEM 9030012),L.FT.
9030113,FLOOD GATE (FOR ITEM 9030013),L.FT.
9030121,FLOOD GATE (FOR ITEM 9030021),L.FT.
9030125,FLOOD GATE (FOR ITEM 9030025),L.FT.
9030131,FLOOD GATE (FOR ITEM 9030031),L.FT.
9030133,FLOOD GATE,L.FT.
9030134,CONCRETE VALLEY GUTTER,SQ.FT.
9030151,"FENCE GATE, TYPE 1, DOUBLE (",EACH
9030156,"FENCE GATE, TYPE 2, DOUBLE (",EACH
9030158,"FENCE GATE, TYPE 2",EACH
9030160,VEHICLE ACCESS GATE,EACH
9030170,ACCESS DOOR,EACH
9030201,"RECONSTRUCT WOVEN WIRE FENCE, TYPE 1",L.FT.
9030211,"RECONSTRUCT BARBED WIRE FENCE, TYPE 1",L.FT.
9030212,"RECONSTRUCT BARBED WIRE FENCE, TYPE 2",L.FT.
9030221,RECONSTRUCT BARBED WIRE GAME FENCE,L.FT.
9030222,RECONSTRUCT BARBED WIRE GAME FENCE,L.FT.
9030233,REMOVE AND RECONSTRUCT WIRE FENCE,L.FT.
9030234,RECONSTRUCT WIRE FENCE,L.FT.
9030236,RECONSTRUCT FENCE GATE (,EACH
9030239,REMOVE AND RECONSTRUCT FENCE (,L.FT.
9030301,SNOW FENCE (METAL),EACH
9031001,TEMPORARY FENCE,L.FT.
9031003,TEMPORARY FENCE (,L.FT.
9031006,TEMPORARY FENCE,L.FT.-DAY
9040001,CHAIN LINK CABLE BARRIER,L.FT.
9040002,CHAIN LINK CABLE BARRIER (,L.FT.
9040201,MEDIAN CABLE BARRIER (,L.FT.
9040221,MEDIAN CABLE BARRIER ANCHOR (,EACH
9040223,MEDIAN CABLE BARRIER END TERMINAL (,EACH
9050002,"GUARD RAIL, W-BEAM, SINGLE FACE, SHOP CURVED",L.FT.
9050003,"GUARD RAIL, W-BEAM, SINGLE FACE (",L.FT.
9050004,"GUARD RAIL, W-BEAM, SINGLE FACE (",L.FT.
9050005,"GUARD RAIL, W-BEAM, SINGLE FACE (MASH)",L.FT.
9050006,"GUARD RAIL, W-BEAM, SINGLE FACE",L.FT.
9050009,"GUARD RAIL, SPECIAL (",EACH
9050010,"GUARD RAIL, SPECIAL (",L.FT.
9050023,GUARD RAIL TERMINAL,EACH
9050024,GUARD RAIL TERMINAL (,EACH
9050025,GUARD RAIL TERMINAL (MASH),EACH
9050027,GUARD RAIL TERMINAL (TANGENT TYPE) (CURB/GUTTER ALT.),EACH
9050028,GUARD RAIL TERMINAL (FLARE TYPE),EACH
9050036,"GUARD RAIL, ANCHOR ASSEMBLY",EACH
9050038,"GUARD RAIL, ANCHOR ASSEMBLY (",EACH
9050040,"GUARD RAIL, END TERMINAL ASSEMBLY",EACH
9050046,RECONSTRUCT GUARD RAIL ANCHOR ASSEMBLY,EACH
9050047,RECONSTRUCT GUARD RAIL END TERMINAL ASSEMBLY,EACH
9050048,RECONSTRUCT GUARD RAIL TERMINAL,EACH
9050090,CONSTRUCT GUARD RAIL TERMINAL FROM SALVAGE,EACH
9050100,CONSTRUCT GUARD RAIL FROM SALVAGE,L.FT.
9050109,RECONSTRUCT GUARD RAIL (,L.FT.
9050110,RECONSTRUCT GUARD RAIL,L.FT.
9050111,RECONSTRUCT GUARDRAIL WITH EXISTING MATERIALS,L.FT.
9050112,"RECONSTRUCT GUARDRAIL WITH NEW POSTS, BLOCKS, AND HARDWARE",L.FT.
9050205,BOX CULVERT GUARD RAIL POST,EACH
9050256,"GUARD RAIL, CABLE, TERMINAL END SECTION",EACH
9050400,"GUARD RAIL TRANSITION, W-BEAM TO CONCRETE BARRIER (",EACH
9050401,"GUARD RAIL TRANSITION, W-BEAM TO CONCRETE BARRIER",EACH
9050404,"GUARD RAIL TRANSITION,W-BEAM TO CONCRETE HALF BARRIER",EACH
9050405,"GUARD RAIL TRANSITION, W-BEAM TO CONCRETE HALF BARRIER (",EACH
9050407,"RECONSTRUCT GUARD RAIL TRANSITION, W-BEAM TO CONCRETE BARRIER",EACH
9050410,APPROACH GUARD RAIL TO BRIDGE DADO OR CONCRETE BARRIER,EACH
9050411,APPROACH GUARD RAIL TO BRIDGE DADO,L.FT.
9050412,APPROACH GUARD RAIL TO BRIDGE DADO (,L.FT.
9050413,GUARD RAIL TRANSITION TO BRIDGE DADO,L.FT.
9050414,GUARD RAIL TRANSITION TO BRIDGE DADO (,L.FT.
9050415,GUARD RAIL TRANSITION TO BRIDGE DADO (,L.FT.
9050417,GUARD RAIL TRANSITION TO BRIDGE DADO,EACH
9050419,GUARD RAIL TRANSITION (,EACH
9050420,GUARD RAIL TRANSITION (,EACH
9050423,GUARD RAIL TRANSITION (,EACH
9050425,GUARD RAIL TRANSITION (,EACH
9050427,DEPART CONN. TO BRIDGE DADO OR CONC BARRIER,L.FT.
9050429,DEPART CONN. TO BRIDGE DADO OR CONC BARRIER,L.FT.
9050451,GUARD RAIL POSTS,EACH
9050452,GUARD RAIL POSTS (,EACH
9050502,GUARD RAIL BRIDGE CONNECTION,EACH
9050601,TEMPORARY GUARD RAIL MODIFICATION,L.FT.
9060011,CATTLE GUARD (,EACH
9060015,CATTLE GUARD (DEPARTMENT FURNISHED),EACH
9060021,CATTLE GUARD (2 UNIT),EACH
9060031,CATTLE GUARD (3 UNIT),EACH
9060041,CATTLE GUARD (4 UNIT),EACH
9060042,CATTLE GUARD (,EACH
9060051,CATTLE GUARD (5 UNIT),EACH
9060053,CATTLE GUARD (5 UNIT) (,EACH
9060061,CATTLE GUARD (6 UNIT),EACH
9060071,CATTLE GUARD (7 UNIT),EACH
9060081,CATTLE GUARD (8 UNIT),EACH
9060083,CATTLE GUARD (9 UNIT),EACH
9060086,CATTLE GUARD (10 UNIT),EACH
9060301,RECONSTRUCT CATTLE GUARD,EACH
9060302,RECONSTRUCT CATTLE GUARD (5 UNITS),EACH
9070101,WATERPROOF CONCRETE BRIDGE DECK,SQ.YD.
9070201,WATERPROOFING AND DRAINAGE FOR DECK STRUCTURE,SQ.FT.
9080001,CONCRETE CURB (C-05.10) (TYPE A),L.FT.
9080003,CONCRETE CURB (C-05.10) (TYPE A) (,L.FT.
9080021,CONCRETE CURB (C-05.10) (TYPE F),L.FT.
9080031,CONCRETE CURB (C-05.10) (TYPE G),L.FT.
9080032,"CONCRETE CURB (C-05.10) (TYPE G)(HT=8"")",L.FT.
9080041,CONCRETE CURB (,L.FT.
9080042,CONCRETE CURB (,L.FT.
9080043,CONCRETE CURB (,L.FT.
9080044,CONCRETE CURB (,L.FT.
9080045,CONCRETE CURB (,L.FT.
9080051,CONCRETE CURB AND GUTTER (C-05.10) (TYPE A),L.FT.
9080071,CONCRETE CURB AND GUTTER (C-05.10) (TYPE F),L.FT.
9080081,CONCRETE CURB AND GUTTER (C-05.10) (TYPE G),L.FT.
9080083,CONCRETE CURB AND GUTTER (GUARDRAIL TERMINAL FLARE),L.FT.
9080084,CONCRETE CURB AND GUTTER (,L.FT.
9080085,CONCRETE CURB AND GUTTER (,L.FT.
9080086,CONCRETE CURB AND GUTTER (,L.FT.
9080087,CONCRETE CURB AND GUTTER (,L.FT.
9080088,CONCRETE CURB AND GUTTER (,L.FT.
9080089,CONCRETE CURB AND GUTTER (,L.FT.
9080090,CONCRETE CURB AND GUTTER (,L.FT.
9080091,CONCRETE CURB AND GUTTER (,L.FT.
9080092,CONCRETE CURB AND GUTTER (C-05.10)(TYPE A) (,L.FT.
9080093,"CONCRETE CURB AND GUTTER, TYPE A (",L.FT.
9080094,CONCRETE CURB AND GUTTER (,EACH
9080095,CONCRETE CURB AND GUTTER (,EACH
9080096,CONCRETE CURB AND GUTTER (,EACH
9080097,CONCRETE CURB AND GUTTER (,EACH
9080098,CONCRETE CURB AND GUTTER (,EACH
9080100,CONCRETE CURB AND GUTTER (,EACH
9080101,"CONCRETE CURB AND GUTTER, TYPE A (MAG DET. 220-1)",L.FT.
9080102,"CONCRETE CURB AND GUTTER, TYPE B (MAG DET. 220-1)",L.FT.
9080103,"CONCRETE CURB AND GUTTER, TYPE C (MAG DET. 220-1)",L.FT.
9080104,"CONCRETE CURB AND GUTTER, TYPE D (MAG DET. 220-1)",L.FT.
9080105,"CONCRETE CURB, PRECAST (MAG DET. 150)",L.FT.
9080106,"CONCRETE CURB & GUTTER, TYPE A (MAG DET. 220-1) (",L.FT.
9080107,CONCRETE SINGLE CURB (MAG DET. 222),L.FT.
9080108,CONCRETE SINGLE CURB (MAG DET. 222)(TYPE A) (,L.FT.
9080109,CONCRETE SINGLE CURB (,L.FT.
9080111,CONCRETE SINGLE CURB (,L.FT.
9080114,"CONCRETE CURB, PRECAST (",EACH
9080131,CONCRETE VALLEY GUTTER,L.FT.
9080132,CONCRETE VALLEY GUTTER (,L.FT.
9080134,CONCRETE VALLEY GUTTER (,SQ.FT.
9080135,CONCRETE VALLEY GUTTER (,SQ.FT.
9080201,CONCRETE SIDEWALK (C-05.20),SQ.FT.
9080241,CONCRETE SIDEWALK (MAG DET. 230),SQ.FT.
9080242,CONCRETE SIDEWALK (,SQ.FT.
9080243,CONCRETE SIDEWALK (,SQ.FT.
9080244,CONCRETE SIDEWALK (,SQ.FT.
9080245,CONCRETE (,SQ.YD.
9080246,CONCRETE (,SQ.FT.
9080247,CONCRETE (,EACH
9080248,CONCRETE (,EACH
9080286,CONCRETE SIDEWALK RAMP (,EACH
9080287,CONCRETE SIDEWALK RAMP (,EACH
9080288,CONCRETE SIDEWALK RAMP (,EACH
9080289,CONCRETE SIDEWALK RAMP (,EACH
9080290,CONCRETE SIDEWALK RAMP (,EACH
9080295,CONCRETE SIDEWALK RAMP,SQ.FT.
9080296,CONCRETE SIDEWALK RAMP (,EACH
9080297,CONCRETE SIDEWALK RAMP (,SQ.FT.
9080298,CONCRETE SIDEWALK RAMP (,EACH
9080299,CONCRETE SIDEWALK RAMP (,SQ.FT.
9080300,CONCRETE SIDEWALK RAMP (,EACH
9080301,CONCRETE DRIVEWAY (C-05.20),SQ.FT.
9080303,CONCRETE DRIVEWAY,SQ.FT.
9080304,CONCRETE DRIVEWAY (,SQ.FT.
9080305,CONCRETE DRIVEWAY (,SQ.FT.
9080350,CONCRETE DRIVEWAY (MAG DET. 250-1 & 250-2),SQ.FT.
9080351,CONCRETE DRIVEWAY (MAG DET. 250-2),SQ.FT.
9080355,CONCRETE DRIVEWAY (MAG DET. 251),SQ.FT.
9080356,CONCRETE DRIVEWAY (,SQ.FT.
9080361,CONCRETE DRIVEWAY (MAG DET. 260) (ALLEY ENTRANCE),SQ.FT.
9080362,CONCRETE DRIVEWAY (MAG DET. 261) (ALLEY ENTRANCE),SQ.FT.
9080363,WING TYPE ALLEY ENTRANCE (WITH COMBINED CURB & GUTTER),SQ.FT.
9080364,WING TYPE ALLEY ENTRANCE (WITH ROLL TYPE CURB & GUTTER),SQ.FT.
9080366,CONCRETE ALLEY ENTRANCE,EACH
9080401,CONCRETE HEADER,L.FT.
9080402,CONCRETE HEADER (,L.FT.
9080403,CONCRETE HEADER (,L.FT.
9080501,CONCRETE FORD WALL,L.FT.
9080502,CONCRETE FORD WALL (,L.FT.
9080503,CONCRETE FORD WALL (,L.FT.
9080504,CONCRETE FORD WALL (,L.FT.
9080511,SCUPPER (MAG DET. 203),EACH
9080512,SCUPPER (,EACH
9080513,SCUPPER (,EACH
9080514,SCUPPER (,EACH
9080515,SCUPPER (,SQ.FT.
9080516,SCUPPER (,EACH
9080517,SCUPPER (,EACH
9080601,CONCRETE BUS SHELTER PAD (PHOENIX DET. P-1259),SQ.FT.
9080602,CONCRETE BUS SHELTER PAD (,SQ.FT.
9080651,CONCRETE PLANTER BOX,L.FT.
9080801,CONCRETE SLAB (,SQ.YD.
9080806,CONCRETE SLAB (,SQ.YD.
9090001,SURVEY MONUMENT (C-21.10),EACH
9090003,SURVEY MONUMENT (,EACH
9090004,SURVEY MONUMENT (,EACH
9090021,FRAME AND COVER FOR SURVEY MONUMENT (C-21.10),EACH
9090023,FRAME AND COVER FOR SURVEY MONUMENT (,EACH
9090031,RESET FRAME AND COVER FOR SURVEY MONUMENT (C-21.10),EACH
9090032,RESET FRAME AND COVER FOR VALVE BOX,EACH
9090033,RESET FRAME AND COVER FOR VALVE BOX (,EACH
9090034,RESET VALVE BOX,EACH
9090035,"RESET FRAME & COVER FOR VALVE BOX, TYPE B/A (MAG DET   )",EACH
9090041,"VALVE BOX, FRAME AND COVER",EACH
9090521,"SURVEY MARKER, TYPE A (MAG DET. 120)",EACH
9090522,"SURVEY MARKER, TYPE B (MAG DET. 120)",EACH
9090524,"SURVEY MARKER, TYPE C (MAG DET. 120)",EACH
9090525,"SURVEY MARKER, (MAG DET. 120-2) (TYPE",EACH
9090526,SURVEY MARKER (,EACH
9090531,RESET SURVEY MONUMENT,EACH
9090561,SURVEY MONUMENT (TUCSON STD. 8-1202-006),EACH
9090565,SURVEY MONUMENT (TUCSON STD. 8-1202-016),EACH
9090777,HISTORICAL MARKER (,EACH
9100000,CONCRETE BARRIER (SINGLE FACE WITH GUTTER),L.FT.
9100001,CONCRETE BARRIER (,L.FT.
9100002,CONCRETE BARRIER (SINGLE FACE),L.FT.
9100003,CONCRETE BARRIER (FOR CRASH CUSHION),L.FT.
9100004,CONCRETE BARRIER (TRANSITION),L.FT.
9100005,CONCRETE BARRIER (TRANSITION) (,L.FT.
9100006,CONCRETE BARRIER (SPECIAL HALF),L.FT.
9100007,CONCRETE HALF BARRIER TRANSITION (20-FT),EACH
9100008,CONCRETE BARRIER (,L.FT.
9100009,CONCRETE BARRIER (,L.FT.
9100012,CONCRETE BARRIER (,L.FT.
9100013,CONCRETE BARRIER (,L.SUM
9100014,CONCRETE BARRIER (,L.FT.
9100015,CONCRETE BARRIER (,L.FT.
9100017,CONCRETE HALF BARRIER TRANSITION (,L.FT.
9100036,CONCRETE BARRIER (SPECIAL HALF),L.FT.
9100037,CONCRETE BARRIER (SPECIAL HALF) (,L.FT.
9100038,CONCRETE BARRIER (SPECIAL HALF) (,L.FT.
9100039,CONCRETE BARRIER (SPECIAL HALF) (,L.FT.
9100040,CONCRETE BARRIER (SPECIAL HALF) (,L.FT.
9100051,CONCRETE BRIDGE BARRIER,L.FT.
9100052,CONCRETE BRIDGE BARRIER (,L.FT.
9100053,CONCRETE BRIDGE BARRIER TRANSITION,EACH
9100054,CONCRETE BRIDGE BARRIER TRANSITION(,EACH
9100079,CONCRETE BARRIER (,L.FT.
9100111,CONCRETE HALF BARRIER TRANSITION,EACH
9100112,CONCRETE HALF BARRIER TRANSITION (,EACH
9100113,CONCRETE BARRIER TRANSITION (,EACH
9100114,CONCRETE BARRIER TRANSITION (,EACH
9100115,CONCRETE BARRIER TRANSITION (,EACH
9100116,CONCRETE BARRIER TRANSITION (,EACH
9100117,CONCRETE BARRIER TRANSITION (,EACH
9100118,CONCRETE BARRIER TRANSITION (,EACH
9100201,CONCRETE MEDIAN BARRIER,L.FT.
9110001,RIGHT-OF-WAY MARKER,EACH
9110011,RIGHT-OF-WAY MARKER (,EACH
9110101,RESET RIGHT-OF-WAY MARKER,EACH
9120001,SHOTCRETE,SQ.YD.
9120002,SHOTCRETE (,SQ.YD.
9120003,"SHOTCRETE (3"")",SQ.YD.
9120004,"SHOTCRETE (4"")",SQ.YD.
9120006,"SHOTCRETE (6"")",SQ.YD.
9120101,SHOTCRETE,CU.YD.
9130001,RIPRAP (DUMPED),CU.YD.
9130002,RIPRAP (WIRE-TIED),CU.YD.
9130003,RIPRAP (GROUTED),CU.YD.
9130004,RIPRAP (SLOPE MATTRESS),CU.YD.
9130005,RIPRAP (GABIONS),CU.YD.
9130006,RIPRAP (SACKED CONCRETE),CU.YD.
9130007,RIPRAP (DUMPED) (,CU.YD.
9130008,RIPRAP (DUMPED) (,CU.YD.
9130009,RIPRAP (GROUTED)(,CU.YD.
9130010,RIPRAP (GROUTED) (,CU.YD.
9130011,"RAIL BANK PROTECTION, TYPE 1",L.FT.
9130012,"RAIL BANK PROTECTION, TYPE 2",L.FT.
9130013,"RAIL BANK PROTECTION, TYPE 3",L.FT.
9130014,"RAIL BANK PROTECTION, TYPE 4",L.FT.
9130015,"RAIL BANK PROTECTION, TYPE 5",L.FT.
9130017,RAIL BANK PROTECTION (C-17.20) (,L.FT.
9130021,RAIL BANK PROTECTION (STD. RB-2),L.FT.
9130022,RAIL BANK PROTECTION (STD. RB-2) (,L.FT.
9130023,RAIL BANK PROTECTION (STANDARD RB-2) (,L.FT.
9130026,RAIL BANK PROTECTION (,L.FT.
9130029,"RAIL BANK PROTECTION (B-23.10, TYPE C)",L.FT.
9130030,RIPRAP (GABIONS) (,CU.YD.
9130031,RIPRAP (GABIONS) (,CU.YD.
9130035,RIPRAP (,CU.YD.
9130036,RIPRAP (,CU.YD.
9130037,RIPRAP (,SQ.YD.
9130038,RIPRAP (,SQ.YD.
9130051,RIPRAP (DUMPED) (,CU.YD.
9130052,RIPRAP (DUMPED) (,CU.YD.
9130053,RIPRAP (DUMPED) (,CU.YD.
9130054,RIPRAP (DUMPED) (,CU.YD.
9130055,RIPRAP (GROUTED) (HAND PLACED),SQ.YD.
9130056,RIPRAP (DUMPED) (,CU.YD.
9130058,RIPRAP (WIRE-TIED) (GROUTED),CU.YD.
9130060,DRYWELL (,EACH
9130061,GRAVEL DRAIN (,EACH
9130099,RECONSTRUCT RIPRAP,L.SUM
9130100,RECONSTRUCT RIPRAP,L.FT.
9130101,RECONSTRUCT RIPRAP,CU.YD.
9130111,RECONSTRUCT RAIL BANK PROTECTION,L.FT.
9130201,COBBLE ROCK APRON,SQ.YD.
9130401,SOIL CEMENT BANK PROTECTION,CU.YD.
9130402,SOIL CEMENT BANK PROTECTION,SQ.YD.
9130406,SOIL CEMENT EROSION PROTECTION,SQ.YD.
9130411,CEMENT STABILIZED ALLUVIUM,CU.YD.
9130447,CEMENT FOR RCC,TON
9130449,FLYASH FOR RCC,TON
9130451,CEMENT FOR SOIL CEMENT BANK PROTECTION,TON
9130500,BANK PROTECTION (TIMBER PILE RETARDS),L.FT.
9130501,BANK PROTECTION (DOUBLE TIMBER PILE RETARDS),L.FT.
9130700,GEOGRID (SOIL STABILIZATION),SQ.YD.
9130850,AGGREGATE TRENCH EDGE DRAIN (ATED),L.FT.
9140001,PICNIC TABLES & BENCHES (PRECAST CONCRETE),EACH
9140002,BENCH (CONCRETE),EACH
9140003,RAMADA (,EACH
9140004,RAMADA (,EACH
9140005,RAMADA (,EACH
9140006,RESTROOM AND STORAGE BUILDING,EACH
9140007,VENDING MACHINE SHELTER,EACH
9140008,VENDING MACHINE BUILDING,EACH
9140009,CARETAKER RESIDENCE,L.SUM
9140016,EVAPORATION POND,EACH
9140017,EVAPORATION POND,L.SUM
9140019,POND AERATOR & RELATED EQUIPMENT,L.SUM
9140022,LIGHTING (FOR RAMADA),L.SUM
9140024,SEPTIC TANK SYSTEM,L.SUM
9140026,OIL SEPARATOR,EACH
9140031,TRASH RECEPTACLE (ABOVE GROUND),EACH
9140036,TRASH RACK (,EACH
9140041,COOK GRILL,EACH
9140042,COOK GRILL,EACH
9140051,FLAGPOLE,EACH
9140056,INSTALL HISTORICAL MARKER,EACH
